Operator,Indoor_Outdoor_Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
Idea,Indoor,4G,4,Satisfactory,18.65156274,73.81162418,Maharashtra
Idea,Indoor,4G,4,Satisfactory,18.65156274,73.81162418,Maharashtra
Idea,Indoor,3G,4,Satisfactory,18.65156274,73.81162418,Maharashtra
Idea,Indoor,4G,4,Satisfactory,18.65156274,73.81162418,Maharashtra
Idea,Indoor,4G,4,Satisfactory,18.65156274,73.81162418,Maharashtra
Idea,Indoor,3G,4,Satisfactory,18.65156274,73.81162418,Maharashtra
Idea,Indoor,3G,4,Satisfactory,18.65156274,73.81162418,Maharashtra
RJio,Indoor,4G,3,Satisfactory,13.6263067,79.4316052,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,24.73339744,92.78747377,Assam
Vodafone,Indoor,4G,4,Satisfactory,21.2354189,72.816569,Gujarat
RJio,Indoor,4G,4,Satisfactory,18.4853866,73.796883,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,3,Poor Voice Quality,21.16133127,72.73088562,Gujarat
RJio,Indoor,4G,4,Satisfactory,18.61630651,73.76630916,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,24.59790434,72.70821253,Rajasthan
RJio,Indoor,4G,1,Poor Voice Quality,24.59790434,72.70821253,Rajasthan
RJio,Indoor,4G,1,Call Dropped,0,0,NA
RJio,Outdoor,Unknown,5,Satisfactory,22.795093,86.231943,Jharkhand
BSNL,Indoor,3G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,1,Call Dropped,8.492371459,76.94501985,Kerala
Vodafone,Indoor,3G,3,Poor Voice Quality,28.83002196,77.57305696,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,18.4853866,73.796883,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,8.492371459,76.94501985,Kerala
Airtel,Travelling,3G,2,Poor Voice Quality,19.1414623,72.9297905,Maharashtra
RJio,Indoor,4G,4,Satisfactory,18.4853866,73.796883,Maharashtra
RJio,Indoor,4G,3,Satisfactory,8.492371459,76.94501985,Kerala
Vodafone,Indoor,3G,5,Satisfactory,19.17321039,72.87642943,Maharashtra
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,29.67283497,77.0074039,Haryana
Airtel,Outdoor,Unknown,1,Call Dropped,18.58440421,73.72797649,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,19.2024189,72.9781221,Maharashtra
RJio,Travelling,4G,2,Poor Voice Quality,28.60387441,77.35302941,Uttar Pradesh
Vodafone,Travelling,3G,5,Satisfactory,28.556711,77.2023439,NCT
RJio,Indoor,4G,3,Satisfactory,22.41523991,88.41397001,West Bengal
Airtel,Indoor,4G,4,Satisfactory,22.5640577,72.9121293,Gujarat
Vodafone,Indoor,3G,4,Satisfactory,18.9927196,72.8371759,Maharashtra
RJio,Travelling,4G,3,Satisfactory,28.60387441,77.35302941,Uttar Pradesh
Vodafone,Indoor,3G,3,Satisfactory,19.2090534,72.954729,Maharashtra
BSNL,Indoor,Unknown,2,Poor Voice Quality,26.83469842,80.93228378,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,18.61630651,73.76630916,Maharashtra
Vodafone,Outdoor,Unknown,5,Satisfactory,17.38494958,78.47673082,Telangana
Idea,Outdoor,4G,5,Satisfactory,17.38494958,78.47673082,Telangana
RJio,Indoor,4G,2,Poor Voice Quality,22.41523991,88.41397001,West Bengal
RJio,Indoor,4G,4,Satisfactory,18.61630651,73.76630916,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,3G,4,Satisfactory,28.82985463,77.5729383,Uttar Pradesh
Airtel,Travelling,4G,3,Poor Voice Quality,28.65845321,77.36847883,Uttar Pradesh
Vodafone,Indoor,3G,3,Satisfactory,19.209052,72.9547308,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,31.6478084,74.87510466,Punjab
RJio,Travelling,4G,5,Satisfactory,31.10720875,77.11593484,Himachal Pradesh
RJio,Indoor,4G,5,Satisfactory,31.10529317,77.16320766,Himachal Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.6457927,77.1631259,NCT
RJio,Indoor,4G,5,Satisfactory,31.10529317,77.16320766,Himachal Pradesh
RJio,Indoor,4G,4,Satisfactory,18.61630651,73.76630916,Maharashtra
Airtel,Indoor,4G,3,Poor Voice Quality,21.16180378,72.7309533,Gujarat
Airtel,Indoor,3G,3,Poor Voice Quality,21.16180378,72.7309533,Gujarat
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,NA
BSNL,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,2G,4,Satisfactory,13.03837204,80.21244898,Tamil Nadu
Vodafone,Indoor,Unknown,5,Satisfactory,19.25416414,72.98145272,Maharashtra
BSNL,Travelling,3G,4,Satisfactory,9.89634508,76.39249556,Kerala
BSNL,Travelling,4G,5,Satisfactory,22.60462228,88.42887649,West Bengal
RJio,Indoor,4G,5,Satisfactory,22.22629457,84.83530423,Odisha
Idea,Outdoor,4G,5,Satisfactory,17.38494958,78.47673082,Telangana
Vodafone,Travelling,3G,2,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,29.67283497,77.0074039,Haryana
RJio,Outdoor,4G,3,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,Unknown,2,Poor Voice Quality,26.8348006,80.9323048,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
BSNL,Indoor,2G,1,Poor Voice Quality,26.91845492,75.73212265,Rajasthan
BSNL,Indoor,2G,1,Call Dropped,26.91845492,75.73212265,Rajasthan
BSNL,Indoor,3G,1,Poor Voice Quality,26.91845492,75.73212265,Rajasthan
BSNL,Indoor,3G,1,Poor Voice Quality,26.91864646,75.73209061,Rajasthan
RJio,Outdoor,4G,3,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
BSNL,Indoor,3G,5,Satisfactory,22.56700508,88.41587773,West Bengal
RJio,Outdoor,4G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,2,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,3,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,3,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,2,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Outdoor,3G,5,Satisfactory,17.38494958,78.47673082,Telangana
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
BSNL,Outdoor,Unknown,4,Satisfactory,11.00938468,77.05714862,Tamil Nadu
Vodafone,Indoor,Unknown,5,Satisfactory,19.25416414,72.98145272,Maharashtra
RJio,Indoor,Unknown,5,Satisfactory,17.49565648,78.39546848,Telangana
Airtel,Travelling,4G,1,Poor Voice Quality,28.49785718,77.09556565,Haryana
RJio,Indoor,4G,4,Satisfactory,18.4853866,73.796883,Maharashtra
RJio,Indoor,4G,1,Call Dropped,16.64349167,74.24704667,Maharashtra
RJio,Indoor,4G,1,Call Dropped,16.64355167,74.24701333,Maharashtra
RJio,Indoor,4G,1,Call Dropped,16.64355167,74.24701333,Maharashtra
RJio,Indoor,4G,1,Call Dropped,16.6459557,74.2501954,Maharashtra
Airtel,Outdoor,Unknown,5,Satisfactory,22.56273,88.3653063,West Bengal
RJio,Indoor,4G,4,Satisfactory,13.3583263,74.7846138,Karnataka
Vodafone,Indoor,4G,5,Satisfactory,19.2023848,72.9781298,Maharashtra
RJio,Outdoor,Unknown,5,Satisfactory,22.795093,86.231943,Jharkhand
RJio,Outdoor,4G,5,Satisfactory,22.795093,86.231943,Jharkhand
RJio,Indoor,4G,5,Satisfactory,17.4535823,78.3679613,Telangana
RJio,Indoor,4G,1,Call Dropped,13.3583263,74.7846138,Karnataka
RJio,Indoor,4G,5,Satisfactory,28.5326298,77.217253,NCT
RJio,Indoor,Unknown,3,Call Dropped,28.96150234,77.73174991,Uttar Pradesh
Vodafone,Outdoor,Unknown,5,Satisfactory,17.3851181,78.4767938,Telangana
Vodafone,Indoor,3G,2,Poor Voice Quality,28.5104733,77.4101271,Uttar Pradesh
RJio,Indoor,4G,1,Call Dropped,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,18.4853866,73.796883,Maharashtra
BSNL,Indoor,Unknown,3,Satisfactory,-1,-1,NA
RJio,Travelling,4G,5,Satisfactory,17.4206006,74.9446666,Maharashtra
RJio,Travelling,4G,5,Satisfactory,17.4206006,74.9446666,Maharashtra
RJio,Travelling,4G,5,Satisfactory,17.4206006,74.9446666,Maharashtra
Vodafone,Indoor,Unknown,4,Satisfactory,19.25416414,72.98145272,Maharashtra
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,19.2073781,73.1857788,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.2073781,73.1857788,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.2073781,73.1857788,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.2073781,73.1857788,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.2073781,73.1857788,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,18.53119083,73.87718954,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,18.53119083,73.87718954,Maharashtra
Airtel,Indoor,3G,2,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,5,Satisfactory,22.79516452,86.2310351,Jharkhand
Idea,Indoor,3G,4,Satisfactory,30.2174003,74.9718469,Punjab
Idea,Outdoor,4G,5,Satisfactory,17.3851181,78.4767938,Telangana
RJio,Indoor,4G,4,Satisfactory,23.0011822,72.5879904,Gujarat
RJio,Indoor,4G,3,Call Dropped,-1,-1,NA
Vodafone,Outdoor,Unknown,5,Satisfactory,17.3851181,78.4767938,Telangana
RJio,Indoor,4G,5,Satisfactory,28.5325313,77.2172453,NCT
RJio,Travelling,4G,3,Satisfactory,28.60387441,77.35302941,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,28.50864588,77.08343416,Haryana
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,5,Satisfactory,17.38503067,78.47672212,Telangana
BSNL,Indoor,3G,5,Satisfactory,24.73348201,92.78746523,Assam
BSNL,Indoor,3G,5,Satisfactory,24.73348201,92.78746523,Assam
Airtel,Outdoor,Unknown,5,Satisfactory,12.97577091,77.64324362,Karnataka
BSNL,Travelling,Unknown,1,Poor Voice Quality,25.61883497,85.11067227,Bihar
Airtel,Indoor,3G,1,Poor Voice Quality,19.1119177,72.9105678,Maharashtra
RJio,Travelling,4G,1,Poor Voice Quality,17.44194623,78.37713452,Telangana
Idea,Outdoor,4G,5,Satisfactory,17.38503067,78.47672212,Telangana
Airtel,Travelling,4G,4,Satisfactory,18.9287804,72.8343424,Maharashtra
Idea,Outdoor,4G,5,Satisfactory,17.38503067,78.47672212,Telangana
Idea,Indoor,3G,4,Satisfactory,30.2174003,74.9718469,Punjab
BSNL,Indoor,3G,5,Satisfactory,22.56700508,88.41587773,West Bengal
BSNL,Outdoor,Unknown,1,Poor Voice Quality,18.41824656,73.76386741,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.2073781,73.1857788,Maharashtra
BSNL,Outdoor,3G,2,Call Dropped,13.0252309,77.5681186,Karnataka
BSNL,Travelling,4G,4,Satisfactory,22.56700508,88.41587773,West Bengal
Vodafone,Outdoor,3G,5,Satisfactory,17.38503067,78.47672212,Telangana
RJio,Indoor,4G,3,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,12.8834611,77.6020979,Karnataka
Vodafone,Outdoor,4G,5,Satisfactory,17.38503067,78.47672212,Telangana
Idea,Travelling,Unknown,5,Satisfactory,18.54682541,73.90343289,Maharashtra
Idea,Travelling,Unknown,5,Satisfactory,18.56266707,73.84163892,Maharashtra
Vodafone,Travelling,Unknown,5,Satisfactory,18.59469168,73.8294327,Maharashtra
Vodafone,Travelling,4G,5,Satisfactory,-1,-1,NA
Airtel,Outdoor,4G,5,Satisfactory,26.3103524,87.8715786,Bihar
RJio,Indoor,4G,4,Satisfactory,19.7365739,75.1451374,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,19.7366591,75.145189,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.7366591,75.145189,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.7366591,75.145189,Maharashtra
RJio,Travelling,4G,4,Satisfactory,19.7366591,75.145189,Maharashtra
RJio,Travelling,4G,4,Satisfactory,20.0712753,74.0533753,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,20.0044049,73.9531383,Maharashtra
RJio,Outdoor,4G,1,Call Dropped,20.0044049,73.9531383,Maharashtra
RJio,Outdoor,4G,1,Poor Voice Quality,28.5206422,77.0821143,Haryana
RJio,Indoor,4G,1,Poor Voice Quality,28.5206422,77.0821143,Haryana
RJio,Outdoor,4G,2,Poor Voice Quality,28.5206422,77.0821143,Haryana
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,2G,1,Poor Voice Quality,13.1461092,80.2964748,Tamil Nadu
RJio,Outdoor,4G,5,Satisfactory,31.94542592,77.14675811,Himachal Pradesh
RJio,Outdoor,4G,5,Satisfactory,31.94542592,77.14675811,Himachal Pradesh
RJio,Outdoor,4G,2,Poor Voice Quality,28.5208675,77.0812213,Haryana
Airtel,Indoor,3G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,3G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,18.61630651,73.76630916,Maharashtra
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,3G,4,Satisfactory,28.62783678,77.4355906,Uttar Pradesh
Vodafone,Indoor,4G,5,Satisfactory,28.5356882,77.343993,Uttar Pradesh
RJio,Indoor,4G,3,Satisfactory,8.492371459,76.94501985,Kerala
Airtel,Indoor,4G,4,Satisfactory,18.9382284,72.8363104,Maharashtra
Vodafone,Indoor,3G,3,Poor Voice Quality,18.48744406,74.13119357,Maharashtra
Airtel,Indoor,3G,5,Satisfactory,28.6457412,77.1630435,NCT
Airtel,Indoor,4G,5,Satisfactory,21.13870389,79.08252232,Maharashtra
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,3G,5,Satisfactory,28.463702,77.0565124,Haryana
Idea,Outdoor,Unknown,5,Satisfactory,17.38503067,78.47672212,Telangana
Airtel,Travelling,3G,4,Satisfactory,26.9553317,80.9316603,Uttar Pradesh
Airtel,Indoor,3G,2,Poor Voice Quality,28.49785718,77.09556565,Haryana
Idea,Outdoor,3G,5,Satisfactory,17.38503067,78.47672212,Telangana
RJio,Indoor,4G,4,Satisfactory,13.4238991,74.741205,Karnataka
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,17.47275939,78.38476928,Telangana
RJio,Indoor,4G,1,Call Dropped,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
BSNL,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Idea,Indoor,3G,3,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,17.3131751,78.5170156,Telangana
Airtel,Indoor,4G,5,Satisfactory,17.43089943,78.37505203,Telangana
Airtel,Indoor,3G,1,Poor Voice Quality,17.31306229,78.51683377,Telangana
Idea,Indoor,3G,3,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,3G,5,Satisfactory,-1,-1,NA
Vodafone,Outdoor,4G,5,Satisfactory,17.38503067,78.47672212,Telangana
Vodafone,Outdoor,4G,5,Satisfactory,17.38503067,78.47672212,Telangana
BSNL,Indoor,3G,5,Satisfactory,-1,-1,NA
BSNL,Indoor,3G,1,Poor Voice Quality,26.9184524,75.73224341,Rajasthan
RJio,Indoor,4G,5,Satisfactory,29.67269137,77.00752547,Haryana
RJio,Travelling,4G,2,Poor Voice Quality,28.60386812,77.35301609,Uttar Pradesh
BSNL,Indoor,Unknown,3,Satisfactory,8.492371459,76.94501985,Kerala
Vodafone,Indoor,Unknown,4,Satisfactory,22.25692984,73.19885825,Gujarat
Airtel,Travelling,4G,1,Poor Voice Quality,28.49785718,77.09556565,Haryana
Vodafone,Indoor,Unknown,2,Call Dropped,28.7032688,77.2073124,NCT
RJio,Indoor,4G,4,Satisfactory,23.27302963,77.38250848,Madhya Pradesh
Vodafone,Outdoor,3G,5,Satisfactory,17.38503067,78.47672212,Telangana
Airtel,Outdoor,3G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Travelling,3G,5,Satisfactory,28.55674585,77.20252713,NCT
Vodafone,Indoor,3G,3,Poor Voice Quality,18.48744406,74.13119357,Maharashtra
Airtel,Indoor,4G,2,Poor Voice Quality,23.8187777,86.4696328,Jharkhand
RJio,Outdoor,4G,4,Satisfactory,18.53119083,73.87718954,Maharashtra
RJio,Indoor,4G,4,Satisfactory,23.0013734,72.5883389,Gujarat
Airtel,Indoor,4G,3,Satisfactory,22.5640577,72.9121293,Gujarat
BSNL,Indoor,Unknown,1,Poor Voice Quality,26.9184524,75.73224341,Rajasthan
RJio,Indoor,4G,4,Satisfactory,25.15126602,73.12506944,Rajasthan
RJio,Indoor,4G,4,Satisfactory,25.15134513,73.12494372,Rajasthan
Airtel,Indoor,3G,1,Poor Voice Quality,19.1121009,72.910827,Maharashtra
RJio,Indoor,4G,3,Satisfactory,8.492371459,76.94501985,Kerala
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Travelling,4G,4,Satisfactory,20.67005095,75.35219309,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,21.01801045,75.56360217,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,20.97974838,75.58043756,Maharashtra
BSNL,Indoor,3G,5,Satisfactory,22.56700508,88.41587773,West Bengal
RJio,Outdoor,4G,4,Satisfactory,20.97974838,75.58043756,Maharashtra
Airtel,Indoor,3G,2,Poor Voice Quality,17.31565365,78.45567241,Telangana
RJio,Indoor,4G,4,Satisfactory,23.0013451,72.5881929,Gujarat
BSNL,Indoor,3G,5,Satisfactory,24.73348201,92.78746523,Assam
Airtel,Indoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Travelling,3G,2,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,3G,1,Poor Voice Quality,26.9184524,75.73224341,Rajasthan
RJio,Indoor,4G,1,Poor Voice Quality,17.47276396,78.38479614,Telangana
BSNL,Indoor,3G,5,Satisfactory,24.73348201,92.78746523,Assam
RJio,Indoor,4G,5,Satisfactory,29.67269137,77.00752547,Haryana
Airtel,Indoor,Unknown,4,Satisfactory,15.5045787,80.0320097,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,15.5045787,80.0320097,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,15.5045787,80.0320097,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,15.5045787,80.0320097,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,15.5045787,80.0320097,Andhra Pradesh
BSNL,Indoor,2G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,20.73462667,78.60165667,Maharashtra
BSNL,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,8.492371459,76.94501985,Kerala
Idea,Indoor,3G,3,Poor Voice Quality,17.49170275,78.28768355,Telangana
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,25.61883497,85.11067227,Bihar
Idea,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,20.0044049,73.9531383,Maharashtra
RJio,Indoor,4G,5,Satisfactory,20.62154366,86.62487454,Odisha
RJio,Outdoor,4G,2,Poor Voice Quality,22.9282283,72.7376451,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.21250187,84.86061308,Odisha
RJio,Outdoor,4G,5,Satisfactory,28.5434206,77.4090529,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,15.4957276,80.0515712,Andhra Pradesh
Airtel,Indoor,4G,5,Satisfactory,30.1058941,78.2779842,Uttarakhand
Airtel,Outdoor,Unknown,3,Satisfactory,23.6270542,85.5180966,Jharkhand
Vodafone,Indoor,4G,5,Satisfactory,28.5356747,77.3439508,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,26.8901894,75.7692961,Rajasthan
Vodafone,Outdoor,3G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Travelling,3G,5,Satisfactory,-1,-1,NA
Vodafone,Travelling,3G,2,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,4,Satisfactory,12.92385885,80.10533595,Tamil Nadu
Airtel,Indoor,3G,2,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,2,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,2,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,2,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,Unknown,1,Call Dropped,19.2063203,72.83320399,Maharashtra
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,18.9378571,72.8283472,Maharashtra
RJio,Indoor,4G,4,Satisfactory,23.27302963,77.38250848,Madhya Pradesh
RJio,Outdoor,4G,4,Satisfactory,15.4957276,80.0515712,Andhra Pradesh
Idea,Indoor,2G,3,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,5,Satisfactory,28.5453385,77.4111008,Uttar Pradesh
BSNL,Indoor,3G,1,Poor Voice Quality,26.9184524,75.73224341,Rajasthan
RJio,Indoor,4G,3,Satisfactory,-1,-1,NA
BSNL,Indoor,2G,1,Poor Voice Quality,26.9184524,75.73224341,Rajasthan
RJio,Indoor,4G,4,Satisfactory,28.59410345,77.30657022,Uttar Pradesh
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,18.937609,72.8280254,Maharashtra
BSNL,Indoor,2G,1,Poor Voice Quality,26.9184524,75.73224341,Rajasthan
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,18.4853866,73.796883,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,15.8255138,78.0286475,Telangana
BSNL,Indoor,2G,1,Call Dropped,24.73320357,92.78799858,Assam
BSNL,Indoor,3G,1,Poor Voice Quality,26.9184524,75.73224341,Rajasthan
BSNL,Indoor,2G,1,Call Dropped,24.73320357,92.78799858,Assam
Airtel,Indoor,2G,1,Poor Voice Quality,13.1461092,80.2964748,Tamil Nadu
BSNL,Indoor,2G,1,Call Dropped,24.73320357,92.78799858,Assam
BSNL,Indoor,3G,1,Poor Voice Quality,26.9184524,75.73224341,Rajasthan
RJio,Outdoor,4G,3,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,4,Satisfactory,23.807655,87.80564333,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.807655,87.80564333,West Bengal
Vodafone,Indoor,4G,1,Poor Voice Quality,23.80544333,87.80824167,West Bengal
RJio,Indoor,4G,4,Satisfactory,18.4853866,73.796883,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,11.2396,77.2370842,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2396,77.2370842,Tamil Nadu
Airtel,Outdoor,Unknown,4,Satisfactory,11.2396,77.2370842,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2396,77.2370842,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2396,77.2370842,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2396,77.2370842,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2396,77.2370842,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2396,77.2370842,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2396,77.2370842,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2396,77.2370842,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2396,77.2370842,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2396,77.2370842,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2396,77.2370842,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2396,77.2370842,Tamil Nadu
Idea,Indoor,4G,1,Poor Voice Quality,23.2316538,77.4169443,Madhya Pradesh
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,5,Satisfactory,22.5638472,88.3677503,West Bengal
RJio,Indoor,4G,2,Poor Voice Quality,28.5208675,77.0812213,Haryana
Airtel,Indoor,Unknown,1,Poor Voice Quality,28.5208675,77.0812213,Haryana
Airtel,Indoor,4G,2,Poor Voice Quality,28.5208675,77.0812213,Haryana
RJio,Indoor,4G,5,Satisfactory,26.58340257,89.01813413,West Bengal
Airtel,Indoor,4G,4,Satisfactory,18.9382502,72.8363204,Maharashtra
RJio,Outdoor,4G,1,Call Dropped,19.116617,73.0047358,Maharashtra
Airtel,Outdoor,Unknown,4,Satisfactory,19.1213901,72.9288927,Maharashtra
Vodafone,Indoor,Unknown,4,Satisfactory,29.2159118,78.9642546,Uttarakhand
Airtel,Indoor,3G,1,Poor Voice Quality,19.1121009,72.910827,Maharashtra
Idea,Indoor,Unknown,5,Satisfactory,18.44982333,73.82034833,Maharashtra
Airtel,Indoor,3G,4,Satisfactory,13.0191712,80.1883366,Tamil Nadu
Airtel,Indoor,4G,4,Satisfactory,18.9384199,72.8364106,Maharashtra
BSNL,Indoor,2G,1,Poor Voice Quality,26.9184524,75.73224341,Rajasthan
Idea,Outdoor,3G,5,Satisfactory,-1,-1,NA
Vodafone,Outdoor,4G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,11.2420919,77.230636,Tamil Nadu
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,2G,4,Satisfactory,23.80544333,87.80824167,West Bengal
Airtel,Indoor,3G,1,Poor Voice Quality,28.62647167,77.19525667,NCT
Airtel,Indoor,4G,1,Poor Voice Quality,28.62647167,77.19525667,NCT
Airtel,Indoor,3G,1,Poor Voice Quality,28.62647167,77.19525667,NCT
Airtel,Indoor,3G,1,Poor Voice Quality,28.62647167,77.19525667,NCT
Airtel,Indoor,4G,1,Poor Voice Quality,28.62647167,77.19525667,NCT
Airtel,Indoor,3G,1,Poor Voice Quality,28.57377333,77.19084167,NCT
Airtel,Indoor,4G,1,Poor Voice Quality,28.59938333,77.19582667,NCT
